title,publisher
title,publisher
/volume4/RDM_12T/02.Games/PS4/忍者龙剑传2,/volume4/RDM_12T/02.Games/PS4/忍者龙剑传2
重置,重置/
/volume4/RDM_12T/02.Games/PS4/忍者龙剑传3,/volume4/RDM_12T/02.Games/PS4/忍者龙剑传3
重置,重置/
/volume4/RDM_12T/02.Games/PS4/怪物猎人世界,/volume4/RDM_12T/02.Games/PS4/怪物猎人世界
冰原,冰原/
/volume4/RDM_12T/02.Games/PS4/恶灵附身1,/volume4/RDM_12T/02.Games/PS4/恶灵附身1/
/volume4/RDM_12T/02.Games/PS4/恶灵附身2,/volume4/RDM_12T/02.Games/PS4/恶灵附身2/
2,/volume4/RDM_12T/02.Games/PS4/战国无双4-2/
/volume4/RDM_12T/02.Games/PS4/战国无双5,/volume4/RDM_12T/02.Games/PS4/战国无双5/
/volume4/RDM_12T/02.Games/PS4/战地1,/volume4/RDM_12T/02.Games/PS4/战地1/
/volume4/RDM_12T/02.Games/PS4/战地4,/volume4/RDM_12T/02.Games/PS4/战地4/
/volume4/RDM_12T/02.Games/PS4/战地5,/volume4/RDM_12T/02.Games/PS4/战地5/
/volume4/RDM_12T/02.Games/PS4/拳皇14,/volume4/RDM_12T/02.Games/PS4/拳皇14/
/volume4/RDM_12T/02.Games/PS4/控制,/volume4/RDM_12T/02.Games/PS4/控制/
/volume4/RDM_12T/02.Games/PS4/新樱花大战,/volume4/RDM_12T/02.Games/PS4/新樱花大战/
/volume4/RDM_12T/02.Games/PS4/方根胶卷中文版,/volume4/RDM_12T/02.Games/PS4/方根胶卷中文版/
/volume4/RDM_12T/02.Games/PS4/无主之地3,/volume4/RDM_12T/02.Games/PS4/无主之地3/
/volume4/RDM_12T/02.Games/PS4/无人深空2.14中文整合版,/volume4/RDM_12T/02.Games/PS4/无人深空2.14中文整合版/
/volume4/RDM_12T/02.Games/PS4/暗黑破幻神2重制版,/volume4/RDM_12T/02.Games/PS4/暗黑破幻神2重制版/
